culture,concept,emotion,count,bucket
ar,park benches,fear,1,1-4
ar,park ground,contentment,1,1-4
ar,park in winter,fear,1,1-4
ar,park or garden,awe,1,1-4
ar,park pathway,amusement,1,1-4
ar,park promenade,something else,1,1-4
ar,park scene,amusement,1,1-4
ar,park scene,contentment,1,1-4
ar,park setting,awe,1,1-4
ar,park setting,excitement,1,1-4
ar,park with ruins,contentment,1,1-4
ar,parkland,amusement,1,1-4
ar,parkland,awe,1,1-4
ar,parkland,contentment,1,1-4
ar,parlor,awe,1,1-4
ar,parlor or salon,amusement,1,1-4
ar,parquet floor,amusement,1,1-4
ar,parrot,awe,1,1-4
ar,parrot,contentment,1,1-4
ar,parrots,amusement,1,1-4
ar,parrots,awe,1,1-4
ar,partially nude woman,anger,1,1-4
ar,passenger,contentment,1,1-4
ar,passengers,something else,1,1-4
ar,pastel blue,awe,1,1-4
ar,pastel blue,contentment,1,1-4
ar,pastel blue,fear,1,1-4
ar,pastel blues,awe,1,1-4
ar,pastel color palette,contentment,1,1-4
ar,pastel colors,awe,1,1-4
ar,pastel colors,contentment,1,1-4
ar,pastel drawing,excitement,1,1-4
ar,pastel green,amusement,1,1-4
ar,pastel green,contentment,1,1-4
ar,pastel green,fear,1,1-4
ar,pastel on paper,excitement,1,1-4
ar,pastel on paper,sadness,1,1-4
ar,pastel painting,contentment,1,1-4
ar,pastel palette,something else,1,1-4
ar,pastel pink,fear,1,1-4
ar,pastel pink,something else,1,1-4
ar,pastel pinks,amusement,1,1-4
ar,pastel portrait,amusement,1,1-4
ar,pastel portrait,awe,1,1-4
ar,pastel reflections,awe,1,1-4
ar,pastel shades,amusement,1,1-4
ar,pastel sky,contentment,1,1-4
ar,pastel sunset tones,amusement,1,1-4
ar,pastel tones,sadness,1,1-4
ar,pastel yellow,fear,1,1-4
ar,pastoral countryside,contentment,1,1-4
ar,pastoral landscape,something else,1,1-4
ar,pastoral landscape composition,amusement,1,1-4
ar,pastoral scene,fear,1,1-4
ar,pastoral scene,sadness,1,1-4
ar,pastoral setting,awe,1,1-4
ar,pastries,awe,1,1-4
ar,pasture,excitement,1,1-4
ar,pasture,fear,1,1-4
ar,pasture,sadness,1,1-4
ar,patches of snow,amusement,1,1-4
ar,paths,amusement,1,1-4
ar,paths,awe,1,1-4
ar,pathway,excitement,1,1-4
ar,pathway,sadness,1,1-4
ar,pathway near a dwelling,contentment,1,1-4
ar,pathways,contentment,1,1-4
ar,patients,excitement,1,1-4
ar,patina green,awe,1,1-4
ar,patinated green,awe,1,1-4
ar,patio,amusement,1,1-4
ar,patterned armchair,amusement,1,1-4
ar,patterned armor,excitement,1,1-4
ar,patterned armor,fear,1,1-4
ar,patterned armor details,awe,1,1-4
ar,patterned armor details,fear,1,1-4
ar,patterned backdrop,amusement,1,1-4
ar,patterned backdrop,awe,1,1-4
ar,patterned background,excitement,1,1-4
ar,patterned background,something else,1,1-4
ar,patterned bag,fear,1,1-4
ar,patterned bed,contentment,1,1-4
ar,patterned blouse,amusement,1,1-4
ar,patterned blouse,contentment,1,1-4
ar,patterned blue,contentment,1,1-4
ar,patterned blue and white fabric,awe,1,1-4
ar,patterned blue border,contentment,1,1-4
ar,patterned blue border,disgust,1,1-4
ar,patterned blue curtain,amusement,1,1-4
ar,patterned boots,disgust,1,1-4
ar,patterned border,anger,1,1-4
ar,patterned border,fear,1,1-4
ar,patterned border,something else,1,1-4
ar,patterned borders,something else,1,1-4
ar,patterned bow tie,amusement,1,1-4
ar,patterned brickwork,contentment,1,1-4
ar,patterned brushstrokes,amusement,1,1-4
ar,patterned brushwork,excitement,1,1-4
ar,patterned carpet,excitement,1,1-4
ar,patterned cloak,fear,1,1-4
ar,patterned cloak,something else,1,1-4
ar,patterned cloaks,awe,1,1-4
ar,patterned cloth,contentment,1,1-4
ar,patterned cloth,fear,1,1-4
ar,patterned cloth,sadness,1,1-4
ar,patterned clothing,amusement,1,1-4
ar,patterned cobblestones,contentment,1,1-4
ar,patterned collar,something else,1,1-4
ar,patterned composition,awe,1,1-4
ar,patterned costumes,something else,1,1-4
ar,patterned curtain,contentment,1,1-4
ar,patterned cushion,amusement,1,1-4
ar,patterned design,awe,1,1-4
ar,patterned details,awe,1,1-4
ar,patterned details,fear,1,1-4
ar,patterned dots,contentment,1,1-4
ar,patterned fabric,anger,1,1-4
ar,patterned fabric,excitement,1,1-4
ar,patterned fabric,fear,1,1-4
ar,patterned fabric border,disgust,1,1-4
ar,patterned fabrics,amusement,1,1-4
ar,patterned fabrics,excitement,1,1-4
ar,patterned fabrics,fear,1,1-4
ar,patterned feathers,awe,1,1-4
ar,patterned floor,sadness,1,1-4
ar,patterned floor tiles,excitement,1,1-4
ar,patterned foliage,amusement,1,1-4
ar,patterned foliage,excitement,1,1-4
ar,patterned foliage,fear,1,1-4
ar,patterned garments,awe,1,1-4
ar,patterned garments,something else,1,1-4
ar,patterned ground,excitement,1,1-4
ar,patterned hat,amusement,1,1-4
ar,patterned headwear,contentment,1,1-4
ar,patterned horse coat,contentment,1,1-4
ar,patterned jacket,sadness,1,1-4
ar,patterned kimono,awe,1,1-4
ar,patterned kimono,fear,1,1-4
ar,patterned lace,contentment,1,1-4
ar,patterned lace sleeve,sadness,1,1-4
ar,patterned leaf textures,amusement,1,1-4
ar,patterned lines,awe,1,1-4
ar,patterned margins,awe,1,1-4
ar,patterned mat,amusement,1,1-4
ar,patterned mat,disgust,1,1-4
ar,patterned mug,amusement,1,1-4
ar,patterned neck scarf,awe,1,1-4
ar,patterned orange border,awe,1,1-4
ar,patterned overlay,amusement,1,1-4
ar,patterned panel,something else,1,1-4
ar,patterned paper cutout,something else,1,1-4
ar,patterned pine needles,contentment,1,1-4
ar,patterned pine needles,sadness,1,1-4
ar,patterned red dress,amusement,1,1-4
ar,patterned repetition,amusement,1,1-4
ar,patterned ribbon,contentment,1,1-4
ar,patterned robe,excitement,1,1-4
ar,patterned robe borders,contentment,1,1-4
ar,patterned robes,excitement,1,1-4
ar,patterned robes,fear,1,1-4
ar,patterned robes,sadness,1,1-4
ar,patterned roof tiles,amusement,1,1-4
ar,patterned rug,awe,1,1-4
ar,patterned rug,contentment,1,1-4
ar,patterned rug,excitement,1,1-4
ar,patterned rug,fear,1,1-4
ar,patterned rug,sadness,1,1-4
ar,patterned rug,something else,1,1-4
ar,patterned rugs,contentment,1,1-4
ar,patterned scabbard,fear,1,1-4
ar,patterned scales,amusement,1,1-4
ar,patterned scales,awe,1,1-4
ar,patterned screen,awe,1,1-4
ar,patterned screen,contentment,1,1-4
ar,patterned screens,amusement,1,1-4
ar,patterned shirt,amusement,1,1-4
ar,patterned silk border,sadness,1,1-4
ar,patterned silk borders,contentment,1,1-4
ar,patterned silk borders,sadness,1,1-4
ar,patterned skirt,amusement,1,1-4
ar,patterned skirt,sadness,1,1-4
ar,patterned skirts,amusement,1,1-4
ar,patterned sleeve,contentment,1,1-4
ar,patterned snow,contentment,1,1-4
ar,patterned snow,excitement,1,1-4
ar,patterned socks,awe,1,1-4
ar,patterned stool,contentment,1,1-4
ar,patterned surface,awe,1,1-4
ar,patterned surfaces,contentment,1,1-4
ar,patterned surfaces,something else,1,1-4
ar,patterned table runner,excitement,1,1-4
ar,patterned tablecloth,fear,1,1-4
ar,patterned tablecloth,sadness,1,1-4
ar,patterned tapestry,something else,1,1-4
ar,patterned textile,amusement,1,1-4
ar,patterned textile,awe,1,1-4
ar,patterned textile,something else,1,1-4
ar,patterned textile border,awe,1,1-4
ar,patterned textile border,contentment,1,1-4
ar,patterned textile border,excitement,1,1-4
ar,patterned textile design,awe,1,1-4
ar,patterned textile design,disgust,1,1-4
ar,patterned textile design,sadness,1,1-4
ar,patterned textile detail,contentment,1,1-4
ar,patterned textile details,contentment,1,1-4
ar,patterned textile details,disgust,1,1-4
ar,patterned texture,amusement,1,1-4
ar,patterned texture,excitement,1,1-4
ar,patterned texture,fear,1,1-4
ar,patterned texture strokes,awe,1,1-4
ar,patterned textures,something else,1,1-4
ar,patterned tiled floor,contentment,1,1-4
ar,patterned tree bark,awe,1,1-4
ar,patterned tree foliage,amusement,1,1-4
ar,patterned tree placement,amusement,1,1-4
ar,patterned trim,awe,1,1-4
ar,patterned trousers,awe,1,1-4
ar,patterned tunic,amusement,1,1-4
ar,patterned tunic,awe,1,1-4
ar,patterned tunic,contentment,1,1-4
ar,patterned veil,amusement,1,1-4
ar,patterned wall,contentment,1,1-4
ar,patterned wall coverings,amusement,1,1-4
ar,patterned wallpaper,sadness,1,1-4
ar,patterned water background,amusement,1,1-4
ar,patterned water waves,contentment,1,1-4
ar,patterned waves,amusement,1,1-4
ar,patterned waves,contentment,1,1-4
ar,patterned waves,excitement,1,1-4
ar,patterned white silk,contentment,1,1-4
ar,patterned windows,amusement,1,1-4
ar,patterned wings,awe,1,1-4
ar,patterning,awe,1,1-4
ar,patterning,contentment,1,1-4
ar,paved paths,excitement,1,1-4
ar,paved pathway,amusement,1,1-4
ar,paved plaza,contentment,1,1-4
ar,paved plaza,excitement,1,1-4
ar,paved square,amusement,1,1-4
ar,paved square,contentment,1,1-4
ar,paved stone road,contentment,1,1-4
ar,paved terrace,amusement,1,1-4
ar,pavement,amusement,1,1-4
ar,pavement,awe,1,1-4
ar,pavement,fear,1,1-4
ar,pavement reflections,contentment,1,1-4
ar,pavilion interior,amusement,1,1-4
ar,pavilion interior,contentment,1,1-4
ar,pavilion structure,contentment,1,1-4
ar,pavilions,excitement,1,1-4
ar,pavilions,sadness,1,1-4
ar,pavilions,something else,1,1-4
ar,peach,disgust,1,1-4
ar,peach background,amusement,1,1-4
ar,peach blossom,awe,1,1-4
ar,peach blossoms,amusement,1,1-4
ar,peach dress,amusement,1,1-4
ar,peach gown,contentment,1,1-4
ar,peach skin tones,amusement,1,1-4
ar,peach tones,awe,1,1-4
ar,peach-colored coat,something else,1,1-4
ar,peaches,disgust,1,1-4
ar,peaches,excitement,1,1-4
ar,peaches of immortality,amusement,1,1-4
ar,peacock,disgust,1,1-4
ar,peacock,sadness,1,1-4
ar,peacock,something else,1,1-4
ar,peacock blue,awe,1,1-4
ar,peacock feather,amusement,1,1-4
ar,peacock feather,awe,1,1-4
ar,peacock feather,contentment,1,1-4
ar,peacock feather crown,excitement,1,1-4
ar,peacock feather fan,excitement,1,1-4
ar,peacock feather motif,awe,1,1-4
ar,peacock pie,contentment,1,1-4
ar,peaks,contentment,1,1-4
ar,peaks,something else,1,1-4
ar,pear,awe,1,1-4
ar,pear blossoms,contentment,1,1-4
ar,pear-like shape,something else,1,1-4
ar,pearl bracelet,amusement,1,1-4
ar,pearl bracelets,contentment,1,1-4
ar,pearl earring,contentment,1,1-4
ar,pearl earrings,awe,1,1-4
ar,pearl hair ornament,contentment,1,1-4
ar,pearl necklace,anger,1,1-4
ar,pearl necklace,sadness,1,1-4
ar,pearl ornamentation,awe,1,1-4
ar,pearl white,awe,1,1-4
ar,pearls,awe,1,1-4
ar,peasant,contentment,1,1-4
ar,peasant,sadness,1,1-4
ar,peasant cottage interior,contentment,1,1-4
ar,peasant home,contentment,1,1-4
ar,peasant woman,something else,1,1-4
ar,peasant woman bending,contentment,1,1-4
ar,peasant woman standing,contentment,1,1-4
ar,peasant women,contentment,1,1-4
ar,peasant-style shirts,amusement,1,1-4
ar,peasants,contentment,1,1-4
ar,peasants,sadness,1,1-4
ar,pebble beach,contentment,1,1-4
ar,pebble shore,contentment,1,1-4
ar,pebbled shore,amusement,1,1-4
ar,pebbles,contentment,1,1-4
ar,pebbles,fear,1,1-4
ar,pebbly ground,amusement,1,1-4
ar,peddler,amusement,1,1-4
ar,pedestal,amusement,1,1-4
ar,pedestal,excitement,1,1-4
ar,pedestal,something else,1,1-4
ar,pedestal bowl,awe,1,1-4
ar,pedestal bowl,contentment,1,1-4
ar,pedestal vase,amusement,1,1-4
ar,pedestrian,contentment,1,1-4
ar,pedestrians in winter clothing,awe,1,1-4
ar,pediment,awe,1,1-4
ar,peeled mandarin,amusement,1,1-4
ar,peg,amusement,1,1-4
ar,pelican,awe,1,1-4
ar,pen,contentment,1,1-4
ar,pen and ink,excitement,1,1-4
ar,pen and ink,fear,1,1-4
ar,pen and ink drawing,awe,1,1-4
ar,pen and ink drawing,contentment,1,1-4
ar,pen and ink illustration,awe,1,1-4
ar,pencil,contentment,1,1-4
ar,pencil and ink,something else,1,1-4
ar,pencil drawing,disgust,1,1-4
ar,pencil markings,contentment,1,1-4
ar,pencil outlines,sadness,1,1-4
ar,pencil sketch,anger,1,1-4
ar,pencil sketch,disgust,1,1-4
ar,pencil sketch,excitement,1,1-4
ar,pencil tones,amusement,1,1-4
ar,pendant,amusement,1,1-4
ar,pendant,contentment,1,1-4
ar,pendant,sadness,1,1-4
ar,pendant necklace,amusement,1,1-4
ar,pentecost scene,something else,1,1-4
ar,peonies,awe,1,1-4
ar,peony,sadness,1,1-4
ar,peony blossom,contentment,1,1-4
ar,peony blossoms,awe,1,1-4
ar,peony blossoms,excitement,1,1-4
ar,peony bud,contentment,1,1-4
ar,peony flower,amusement,1,1-4
ar,peony flowers,awe,1,1-4
ar,peony leaves,awe,1,1-4
ar,peony leaves,contentment,1,1-4
ar,peony motif,amusement,1,1-4
ar,people,something else,1,1-4
ar,people ice skating,excitement,1,1-4
ar,people in 18th-century clothing,awe,1,1-4
ar,people in boats,amusement,1,1-4
ar,people in cloaks,amusement,1,1-4
ar,people in hats,something else,1,1-4
ar,people in historical attire,contentment,1,1-4
ar,people in historical attire,something else,1,1-4
ar,people in lifeboat,awe,1,1-4
ar,people on a raft,awe,1,1-4
ar,people on the shore,awe,1,1-4
ar,people sitting on the beach,amusement,1,1-4
ar,people walking,awe,1,1-4
ar,people walking,excitement,1,1-4
ar,perch,contentment,1,1-4
ar,perch stand,amusement,1,1-4
ar,perched bird,awe,1,1-4
ar,perched bird,contentment,1,1-4
ar,percussion instruments,awe,1,1-4
ar,performance arena,excitement,1,1-4
ar,performance poster,contentment,1,1-4
ar,performance scene,awe,1,1-4
ar,performance setting,something else,1,1-4
ar,perfume bottle,amusement,1,1-4
ar,perfume bottles,awe,1,1-4
ar,pergola,awe,1,1-4
ar,pergola walkway,amusement,1,1-4
ar,pergola with vines,excitement,1,1-4
ar,periwinkle,contentment,1,1-4
ar,periwinkle blue,awe,1,1-4
ar,persian armor,excitement,1,1-4
ar,persian armor,fear,1,1-4
ar,persian calligraphy,something else,1,1-4
ar,persian courtly dress,excitement,1,1-4
ar,persian miniature,anger,1,1-4
ar,persian miniature,fear,1,1-4
ar,persian miniature,something else,1,1-4
ar,persian miniature painting,fear,1,1-4
ar,persian miniature painting,sadness,1,1-4
ar,persian miniature style,contentment,1,1-4
ar,persian miniature style,excitement,1,1-4
ar,persian script,amusement,1,1-4
ar,persian script,sadness,1,1-4
ar,persian text panel,awe,1,1-4
ar,persimmons,contentment,1,1-4
ar,person,awe,1,1-4
ar,person,fear,1,1-4
ar,person in pink shirt,amusement,1,1-4
ar,person in white clothing,amusement,1,1-4
ar,person riding a white horse,amusement,1,1-4
ar,person wearing straw hat,amusement,1,1-4
ar,perspective depth,awe,1,1-4
ar,pestle,contentment,1,1-4
ar,petals,contentment,1,1-4
ar,petals,sadness,1,1-4
ar,petticoats,amusement,1,1-4
ar,pewter tankard,amusement,1,1-4
ar,pheasant,awe,1,1-4
ar,pheasants,awe,1,1-4
ar,phlox flowers,amusement,1,1-4
ar,phoenix,amusement,1,1-4
ar,phoenix-headed lute,contentment,1,1-4
ar,photograph,disgust,1,1-4
ar,photographic print,awe,1,1-4
ar,photomosaic,awe,1,1-4
ar,piano,excitement,1,1-4
ar,piano keys,amusement,1,1-4
ar,piano keys,excitement,1,1-4
ar,piano player,amusement,1,1-4
ar,picador,contentment,1,1-4
ar,picket fence,awe,1,1-4
ar,picnic,amusement,1,1-4
ar,picnic basket,amusement,1,1-4
ar,picnic setting,amusement,1,1-4
ar,pictorialism,contentment,1,1-4
ar,picture frame,amusement,1,1-4
ar,piece of paper with writing,amusement,1,1-4
ar,pier,amusement,1,1-4
ar,pier,awe,1,1-4
ar,pigeon,contentment,1,1-4
ar,pigeons,amusement,1,1-4
ar,pigeons,excitement,1,1-4
ar,piglets,disgust,1,1-4
ar,pigs,sadness,1,1-4
ar,pigtails,contentment,1,1-4
ar,pikes,excitement,1,1-4
ar,pilasters,awe,1,1-4
ar,pilasters,contentment,1,1-4
ar,pile of sand,amusement,1,1-4
ar,pincushion,contentment,1,1-4
ar,pine branch,contentment,1,1-4
ar,pine branches,amusement,1,1-4
ar,pine branches,fear,1,1-4
ar,pine cones,contentment,1,1-4
ar,pine forest,contentment,1,1-4
ar,pine grove,contentment,1,1-4
ar,pine needles,something else,1,1-4
ar,pine sapling,contentment,1,1-4
ar,pine tree,anger,1,1-4
ar,pine tree,disgust,1,1-4
ar,pine tree branches,awe,1,1-4
ar,pine trees,disgust,1,1-4
ar,pineapple,amusement,1,1-4
ar,pineapple,awe,1,1-4
ar,pineapple,something else,1,1-4
ar,pines,awe,1,1-4
ar,pink,disgust,1,1-4
ar,pink accents,amusement,1,1-4
ar,pink accents,awe,1,1-4
ar,pink accents,something else,1,1-4
ar,pink and purple on yellow background,contentment,1,1-4
ar,pink and red flowers,contentment,1,1-4
ar,pink and reddish-brown,amusement,1,1-4
ar,pink and white blossoms,contentment,1,1-4
ar,pink and white clouds,disgust,1,1-4
ar,pink and white petals,amusement,1,1-4
ar,pink background,amusement,1,1-4
ar,pink background,awe,1,1-4
ar,pink banner,sadness,1,1-4
ar,pink beverage,amusement,1,1-4
ar,pink blanket,amusement,1,1-4
ar,pink blanket,contentment,1,1-4
ar,pink blossom trees,contentment,1,1-4
ar,pink blossoms,something else,1,1-4
ar,pink border,amusement,1,1-4
ar,pink border,contentment,1,1-4
ar,pink border,excitement,1,1-4
ar,pink borders,something else,1,1-4
ar,pink bow,contentment,1,1-4
ar,pink breast,awe,1,1-4
ar,pink buds,contentment,1,1-4
ar,pink carnation,amusement,1,1-4
ar,pink chrysanthemum,contentment,1,1-4
ar,pink clover,contentment,1,1-4
ar,pink cravat,amusement,1,1-4
ar,pink cushion,amusement,1,1-4
ar,pink drapery,amusement,1,1-4
ar,pink dresses,amusement,1,1-4
ar,pink fabric,amusement,1,1-4
ar,pink floor,sadness,1,1-4
ar,pink floral background,disgust,1,1-4
ar,pink flower,amusement,1,1-4
ar,pink flower accessory,contentment,1,1-4
ar,pink flowers,disgust,1,1-4
ar,pink flowers,sadness,1,1-4
ar,pink flowers,something else,1,1-4
ar,pink foliage,contentment,1,1-4
ar,pink garment,disgust,1,1-4
ar,pink garments,fear,1,1-4
ar,pink gown,amusement,1,1-4
ar,pink gown,contentment,1,1-4
ar,pink headscarf,contentment,1,1-4
ar,pink hills,fear,1,1-4
ar,pink iris,awe,1,1-4
ar,pink lotus,contentment,1,1-4
ar,pink lotus flowers,awe,1,1-4
ar,pink lotus flowers,contentment,1,1-4
ar,pink lotus petals,awe,1,1-4
ar,pink morning glories,contentment,1,1-4
ar,pink parasol,amusement,1,1-4
ar,pink peony flowers,contentment,1,1-4
ar,pink robe,contentment,1,1-4
ar,pink robe,fear,1,1-4
ar,pink robes,excitement,1,1-4
ar,pink rose,contentment,1,1-4
ar,pink sash,amusement,1,1-4
ar,pink shawl,amusement,1,1-4
ar,pink skirt,amusement,1,1-4
ar,pink skirt,awe,1,1-4
ar,pink skirts,contentment,1,1-4
ar,pink sky,contentment,1,1-4
ar,pink tablecloth border,contentment,1,1-4
ar,pink top,contentment,1,1-4
ar,pink turbans,excitement,1,1-4
ar,pink tutu,amusement,1,1-4
ar,pink walls,amusement,1,1-4
ar,pink water lilies,contentment,1,1-4
ar,pink wild roses,contentment,1,1-4
ar,pink wildflowers,contentment,1,1-4
ar,pinkish grey,amusement,1,1-4
ar,pinkish hills,awe,1,1-4
ar,pinkish purple ground,amusement,1,1-4
ar,pinkish tones,something else,1,1-4
ar,pinkish white,contentment,1,1-4
ar,pinkish-beige horse,excitement,1,1-4
ar,pinkish-brown,amusement,1,1-4
ar,pinkish-brown,contentment,1,1-4
ar,pinkish-grey,contentment,1,1-4
ar,pinkish-orange,awe,1,1-4
ar,pinkish-orange,contentment,1,1-4
ar,pinkish-orange sky,contentment,1,1-4
ar,pinkish-red,amusement,1,1-4
ar,pinkish-white,awe,1,1-4
ar,pinkish-white clouds,amusement,1,1-4
ar,pinkish-white house,amusement,1,1-4
ar,pinks flowers,contentment,1,1-4
ar,pinnacles,awe,1,1-4
ar,pipa,amusement,1,1-4
ar,pipa,disgust,1,1-4
ar,pipe,awe,1,1-4
ar,pipe,sadness,1,1-4
ar,pipes,amusement,1,1-4
ar,pistils,amusement,1,1-4
ar,pistol,anger,1,1-4
ar,pit,sadness,1,1-4
ar,pitcher,something else,1,1-4
ar,pitchfork,awe,1,1-4
ar,pitchforks,excitement,1,1-4
ar,pitchforks,fear,1,1-4
ar,pitchforks,sadness,1,1-4
ar,pixelated style,awe,1,1-4
ar,plaid cloaks,something else,1,1-4
ar,plaid pattern,amusement,1,1-4
ar,plaid pattern,something else,1,1-4
ar,plain,amusement,1,1-4
ar,plain,excitement,1,1-4
ar,plain background,anger,1,1-4
ar,plain background,disgust,1,1-4
ar,plain background,excitement,1,1-4
ar,plain background,fear,1,1-4
ar,plain background,sadness,1,1-4
ar,plain dark background,contentment,1,1-4
ar,plain dark background,sadness,1,1-4
ar,plain wall background,contentment,1,1-4
ar,plains,contentment,1,1-4
ar,plant stem,awe,1,1-4
ar,plant stem,contentment,1,1-4
ar,plant stem,fear,1,1-4
ar,plant stems,amusement,1,1-4
ar,plants,awe,1,1-4
ar,plaque,fear,1,1-4
ar,plaster object,something else,1,1-4
ar,plaster sculpture,awe,1,1-4
ar,plasterwork,awe,1,1-4
ar,plate armor,excitement,1,1-4
ar,plate of fruit,fear,1,1-4
ar,platform,contentment,1,1-4
ar,platform,sadness,1,1-4
ar,platter,amusement,1,1-4
ar,platter,fear,1,1-4
ar,playing card suits,something else,1,1-4
ar,playing cards,awe,1,1-4
ar,playing cards,fear,1,1-4
ar,playing cards,something else,1,1-4
ar,playing cards on the ground,fear,1,1-4
ar,playroom,amusement,1,1-4
ar,plaza,contentment,1,1-4
ar,plaza,excitement,1,1-4
ar,pleated robe,sadness,1,1-4
ar,plein air style,contentment,1,1-4
ar,plinth,awe,1,1-4
ar,plow,excitement,1,1-4
ar,plowed field,awe,1,1-4
ar,plowed field,excitement,1,1-4
ar,plowing scene,contentment,1,1-4
ar,plowman,amusement,1,1-4
ar,plum blossom branch,excitement,1,1-4
ar,plum blossom branch,sadness,1,1-4
ar,plum blossom branches,awe,1,1-4
ar,plum blossom branches,sadness,1,1-4
ar,plum blossom motif,amusement,1,1-4
ar,plum blossom motif,awe,1,1-4
ar,plum blossom motif,contentment,1,1-4
ar,plum blossom motif,excitement,1,1-4
ar,plum blossom trees,contentment,1,1-4
ar,plum blossoms,excitement,1,1-4
ar,plum blossoms,something else,1,1-4
ar,plum branch,amusement,1,1-4
ar,plum branch,fear,1,1-4
ar,plum branches,contentment,1,1-4
ar,plum purple,awe,1,1-4
ar,plum trees,contentment,1,1-4
ar,plum trees,fear,1,1-4
ar,plumed hats,contentment,1,1-4
ar,plumed helmet,amusement,1,1-4
ar,plumed turbans,amusement,1,1-4
ar,plump boy,amusement,1,1-4
ar,plums,awe,1,1-4
ar,pocket square,contentment,1,1-4
ar,pocket watch,something else,1,1-4
ar,pointed arch,awe,1,1-4
ar,pointed arch,excitement,1,1-4
ar,pointed arch format,amusement,1,1-4
ar,pointed cap,contentment,1,1-4
ar,pointed hat,disgust,1,1-4
ar,pointed hat,fear,1,1-4
ar,pointed hats,amusement,1,1-4
ar,pointed hats,contentment,1,1-4
ar,pointed hats,excitement,1,1-4
ar,pointed hats,something else,1,1-4
ar,pointed red hat,contentment,1,1-4
ar,pointed shoe,sadness,1,1-4
ar,pointed shoes,awe,1,1-4
ar,pointed shoes,disgust,1,1-4
ar,pointed shoes,fear,1,1-4
ar,pointed spires,contentment,1,1-4
ar,pointer,excitement,1,1-4
ar,pointer lines,contentment,1,1-4
ar,pointillism,sadness,1,1-4
ar,pointillism,something else,1,1-4
ar,pointillism with letters,contentment,1,1-4
ar,pointillist background,amusement,1,1-4
ar,pointillist background,contentment,1,1-4
ar,pointillist brushwork,awe,1,1-4
ar,pointillist color mixing,contentment,1,1-4
ar,pointillist color mixing,something else,1,1-4
ar,pointillist dabs,amusement,1,1-4
ar,pointillist effect,contentment,1,1-4
ar,pointillist light pattern,awe,1,1-4
ar,pointillist sky,contentment,1,1-4
ar,pointillist technique,awe,1,1-4
ar,pointillist technique,excitement,1,1-4
ar,pointillist-like dabs,amusement,1,1-4
ar,pointillist-like dabs,awe,1,1-4
ar,pointillist-like texture,amusement,1,1-4
ar,pointillist-like texture,awe,1,1-4
ar,pointillist-like texture,something else,1,1-4
ar,polar seascape,contentment,1,1-4
ar,pole,fear,1,1-4
ar,pole weapon,anger,1,1-4
ar,pole weapon,awe,1,1-4
ar,polearms,awe,1,1-4
ar,poles,amusement,1,1-4
ar,polished floor,awe,1,1-4
ar,polished wood finish,contentment,1,1-4
ar,polka dot dress,anger,1,1-4
ar,polka dot pattern,amusement,1,1-4
ar,polka dot pattern,anger,1,1-4
ar,polka dot pattern,awe,1,1-4
ar,polka dot pattern,something else,1,1-4
ar,polka dots,contentment,1,1-4
ar,polka-dot shirt,contentment,1,1-4
ar,polka-dot square,something else,1,1-4
ar,pollard willow tree,amusement,1,1-4
ar,pollarded trees,fear,1,1-4
ar,polo ball,amusement,1,1-4
ar,polo mallets,excitement,1,1-4
ar,polo players,excitement,1,1-4
ar,polo sticks,amusement,1,1-4
ar,polychrome painting,awe,1,1-4
ar,polychrome wood carving,awe,1,1-4
ar,polygonal temple,contentment,1,1-4
ar,polyhedral structure,awe,1,1-4
ar,pom-poms,anger,1,1-4
ar,pomegranate,something else,1,1-4
ar,pomegranate blossoms,contentment,1,1-4
ar,pomegranate buds,contentment,1,1-4
ar,pomegranate flowers,amusement,1,1-4
ar,pomegranate leaves,amusement,1,1-4
ar,pomegranate seeds,amusement,1,1-4
ar,pompoms,contentment,1,1-4
ar,pond,excitement,1,1-4
ar,pond landscape,awe,1,1-4
ar,pond scene,awe,1,1-4
ar,pond side,contentment,1,1-4
ar,pond surface,contentment,1,1-4
ar,pondside,amusement,1,1-4
ar,pool,amusement,1,1-4
ar,pool of water,amusement,1,1-4
ar,pop art,anger,1,1-4
ar,pop art,awe,1,1-4
ar,pop art,disgust,1,1-4
ar,pop art style,disgust,1,1-4
ar,pop art style,something else,1,1-4
ar,pope,contentment,1,1-4
ar,poplar tree,awe,1,1-4
ar,poppies,contentment,1,1-4
ar,poppy,awe,1,1-4
ar,poppy field,amusement,1,1-4
ar,poppy field,contentment,1,1-4
ar,porcelain plates,something else,1,1-4
ar,porcelain vase,amusement,1,1-4
ar,porch,awe,1,1-4
ar,porch,contentment,1,1-4
ar,porch railing,amusement,1,1-4
ar,port,excitement,1,1-4
ar,port city,excitement,1,1-4
ar,port town,awe,1,1-4
ar,portal,contentment,1,1-4
ar,portative organ,amusement,1,1-4
ar,portfolio,contentment,1,1-4
ar,portfolio case,contentment,1,1-4
ar,portfolios,awe,1,1-4
ar,portrait,anger,1,1-4
ar,portrait against a plain background,something else,1,1-4
ar,portrait background,excitement,1,1-4
ar,portrait backgrounds,awe,1,1-4
ar,portrait composition,fear,1,1-4
ar,portrait detail,amusement,1,1-4
ar,portrait layout,sadness,1,1-4
ar,portrait medallions,awe,1,1-4
ar,portrait of a traveler,awe,1,1-4
ar,portrait of a warrior,awe,1,1-4
ar,portrait of figures,something else,1,1-4
ar,portrait orientation,contentment,1,1-4
ar,portrait orientation,fear,1,1-4
